iata,month,statcan_airport,domestic_total_itinerant_movements,domestic_air_carrier_level_i_iii_movements,domestic_air_carrier_level_iv_vi_movements,domestic_air_carrier_all_levels_movements,transborder_total_itinerant_movements,other_international_total_itinerant_movements,source_table
YEG,2020-01-01,"Edmonton International, Alberta",8956,8153,232,8385,979,382,23100302
YEG,2020-02-01,"Edmonton International, Alberta",8363,7432,340,7772,938,347,23100302
YEG,2020-03-01,"Edmonton International, Alberta",7129,6390,284,6674,837,268,23100302
YEG,2020-04-01,"Edmonton International, Alberta",3168,2558,241,2799,115,8,23100302
YEG,2020-05-01,"Edmonton International, Alberta",3397,2558,326,2884,142,22,23100302
YEG,2020-06-01,"Edmonton International, Alberta",4132,3214,291,3505,119,35,23100302
YEG,2020-07-01,"Edmonton International, Alberta",4925,4035,302,4337,121,14,23100302
YEG,2020-08-01,"Edmonton International, Alberta",5011,4068,307,4375,85,6,23100302
YEG,2020-09-01,"Edmonton International, Alberta",4994,4009,283,4292,96,4,23100302
YEG,2020-10-01,"Edmonton International, Alberta",4809,3978,253,4231,94,12,23100302
YEG,2020-11-01,"Edmonton International, Alberta",4455,3745,232,3977,107,27,23100302
YEG,2020-12-01,"Edmonton International, Alberta",4673,3998,257,4255,121,38,23100302
YEG,2021-01-01,"Edmonton International, Alberta",4300,3514,310,3824,120,47,23100302
YEG,2021-02-01,"Edmonton International, Alberta",3813,3173,216,3389,79,5,23100302
YEG,2021-03-01,"Edmonton International, Alberta",4453,3580,358,3938,84,1,23100302
YEG,2021-04-01,"Edmonton International, Alberta",4182,3411,301,3712,89,2,23100302
YEG,2021-05-01,"Edmonton International, Alberta",4537,3727,336,4063,98,3,23100302
YEG,2021-06-01,"Edmonton International, Alberta",5055,4106,304,4410,81,3,23100302
YEG,2021-07-01,"Edmonton International, Alberta",6486,5375,302,5677,101,12,23100302
YEG,2021-08-01,"Edmonton International, Alberta",7223,6256,273,6529,161,10,23100302
YEG,2021-09-01,"Edmonton International, Alberta",7440,6431,288,6719,218,21,23100302
YEG,2021-10-01,"Edmonton International, Alberta",7183,6276,330,6606,312,33,23100302
YEG,2021-11-01,"Edmonton International, Alberta",6332,5529,255,5784,454,182,23100302
YEG,2021-12-01,"Edmonton International, Alberta",6499,5839,204,6043,499,240,23100302
YEG,2022-01-01,"Edmonton International, Alberta",5946,5281,261,5542,352,224,23100302
YEG,2022-02-01,"Edmonton International, Alberta",5408,4675,277,4952,362,203,23100302
YEG,2022-03-01,"Edmonton International, Alberta",6423,5596,306,5902,425,215,23100302
YEG,2022-04-01,"Edmonton International, Alberta",6593,5757,357,6114,592,204,23100302
YEG,2022-05-01,"Edmonton International, Alberta",8050,6868,390,7258,587,85,23100302
YEG,2022-06-01,"Edmonton International, Alberta",8155,7004,380,7384,576,69,23100302
YEG,2022-07-01,"Edmonton International, Alberta",8416,7253,368,7621,553,66,23100302
YEG,2022-08-01,"Edmonton International, Alberta",8995,7826,374,8200,540,77,23100302
YEG,2022-09-01,"Edmonton International, Alberta",8148,7049,349,7398,571,57,23100302
YEG,2022-10-01,"Edmonton International, Alberta",7980,6991,356,7347,690,80,23100302
YEG,2022-11-01,"Edmonton International, Alberta",7290,6542,265,6807,808,270,23100302
YEG,2022-12-01,"Edmonton International, Alberta",7167,6503,222,6725,809,352,23100302
YEG,2023-01-01,"Edmonton International, Alberta",6879,6208,316,6524,784,384,23100302
YEG,2023-02-01,"Edmonton International, Alberta",6515,5758,321,6079,757,367,23100302
YEG,2023-03-01,"Edmonton International, Alberta",7630,6707,430,7137,835,396,23100302
YEG,2023-04-01,"Edmonton International, Alberta",7311,6341,415,6756,853,336,23100302
YEG,2023-05-01,"Edmonton International, Alberta",9218,8076,369,8445,747,134,23100302
YEG,2023-06-01,"Edmonton International, Alberta",8709,7686,341,8027,714,130,23100302
YEG,2023-07-01,"Edmonton International, Alberta",9011,8047,292,8339,692,106,23100302
YEG,2023-08-01,"Edmonton International, Alberta",9531,8368,332,8700,753,106,23100302
YEG,2023-09-01,"Edmonton International, Alberta",8208,7213,342,7555,756,85,23100302
YEG,2023-10-01,"Edmonton International, Alberta",8230,6988,562,7550,857,133,23100302
YEG,2023-11-01,"Edmonton International, Alberta",6771,5915,327,6242,881,375,23100302
YEG,2023-12-01,"Edmonton International, Alberta",6919,6010,359,6369,863,438,23100302
YEG,2024-01-01,"Edmonton International, Alberta",6673,5991,275,6266,789,472,23100302
YEG,2024-02-01,"Edmonton International, Alberta",6383,5606,309,5915,801,445,23100302
YEG,2024-03-01,"Edmonton International, Alberta",6660,5873,324,6197,924,475,23100302
YEG,2024-04-01,"Edmonton International, Alberta",7115,6160,396,6556,883,410,23100302
YEG,2024-05-01,"Edmonton International, Alberta",8331,7230,325,7555,947,139,23100302
YEG,2024-06-01,"Edmonton International, Alberta",8360,7375,295,7670,1004,85,23100302
YEG,2024-07-01,"Edmonton International, Alberta",8905,7936,320,8256,961,84,23100302
YEG,2024-08-01,"Edmonton International, Alberta",8783,7814,303,8117,988,88,23100302
YEG,2024-09-01,"Edmonton International, Alberta",8209,7164,313,7477,976,74,23100302
YEG,2024-10-01,"Edmonton International, Alberta",8084,7242,288,7530,939,134,23100302
YEG,2024-11-01,"Edmonton International, Alberta",6928,6332,156,6488,877,355,23100302
YEG,2024-12-01,"Edmonton International, Alberta",7182,6593,190,6783,833,441,23100302
YEG,2025-01-01,"Edmonton International, Alberta",7272,6575,234,6809,797,471,23100302
YEG,2025-02-01,"Edmonton International, Alberta",6404,5775,196,5971,751,425,23100302
YEG,2025-03-01,"Edmonton International, Alberta",7165,6379,372,6751,927,483,23100302
YEG,2025-04-01,"Edmonton International, Alberta",7484,6579,395,6974,824,401,23100302
YEG,2025-05-01,"Edmonton International, Alberta",8692,7731,291,8022,828,109,23100302
YEG,2025-06-01,"Edmonton International, Alberta",8986,7929,239,8168,860,96,23100302
YEG,2025-07-01,"Edmonton International, Alberta",9512,8568,260,8828,806,81,23100302
YEG,2025-08-01,"Edmonton International, Alberta",9045,8315,223,8538,843,90,23100302
YEG,2025-09-01,"Edmonton International, Alberta",8547,7671,245,7916,822,84,23100302
YEG,2025-10-01,"Edmonton International, Alberta",8339,7495,268,7763,831,138,23100302
YEG,2025-11-01,"Edmonton International, Alberta",6865,6257,190,6447,820,405,23100302
YEG,2025-12-01,"Edmonton International, Alberta",7098,6631,126,6757,826,453,23100302
YHM,2020-01-01,"Hamilton, Ontario",1246,1006,128,1134,695,264,23100302
YHM,2020-02-01,"Hamilton, Ontario",1197,947,115,1062,706,261,23100302
YHM,2020-03-01,"Hamilton, Ontario",1210,1012,102,1114,648,202,23100302
YHM,2020-04-01,"Hamilton, Ontario",723,674,4,678,389,27,23100302
YHM,2020-05-01,"Hamilton, Ontario",753,687,9,696,394,41,23100302
YHM,2020-06-01,"Hamilton, Ontario",1022,812,103,915,465,58,23100302
YHM,2020-07-01,"Hamilton, Ontario",1529,890,313,1203,503,55,23100302
YHM,2020-08-01,"Hamilton, Ontario",1724,868,397,1265,568,50,23100302
YHM,2020-09-01,"Hamilton, Ontario",1615,834,417,1251,574,65,23100302
YHM,2020-10-01,"Hamilton, Ontario",1409,909,243,1152,554,50,23100302
YHM,2020-11-01,"Hamilton, Ontario",1395,889,395,1284,757,56,23100302
YHM,2020-12-01,"Hamilton, Ontario",1554,1054,386,1440,839,67,23100302
YHM,2021-01-01,"Hamilton, Ontario",1065,731,269,1000,710,49,23100302
YHM,2021-02-01,"Hamilton, Ontario",831,650,93,743,487,54,23100302
YHM,2021-03-01,"Hamilton, Ontario",995,763,114,877,666,48,23100302
YHM,2021-04-01,"Hamilton, Ontario",1005,799,118,917,703,61,23100302
YHM,2021-05-01,"Hamilton, Ontario",1026,730,181,911,666,61,23100302
YHM,2021-06-01,"Hamilton, Ontario",1286,832,187,1019,683,60,23100302
YHM,2021-07-01,"Hamilton, Ontario",1679,1081,150,1231,677,69,23100302
YHM,2021-08-01,"Hamilton, Ontario",2023,1176,161,1337,691,69,23100302
YHM,2021-09-01,"Hamilton, Ontario",1968,1181,162,1343,690,67,23100302
YHM,2021-10-01,"Hamilton, Ontario",1786,1238,162,1400,723,89,23100302
YHM,2021-11-01,"Hamilton, Ontario",1623,1288,140,1428,662,115,23100302
YHM,2021-12-01,"Hamilton, Ontario",1712,1415,133,1548,884,183,23100302
YHM,2022-01-01,"Hamilton, Ontario",1246,1135,30,1165,664,180,23100302
YHM,2022-02-01,"Hamilton, Ontario",1238,1092,43,1135,697,172,23100302
YHM,2022-03-01,"Hamilton, Ontario",1459,1223,55,1278,868,200,23100302
YHM,2022-04-01,"Hamilton, Ontario",1349,1113,48,1161,748,163,23100302
YHM,2022-05-01,"Hamilton, Ontario",1618,1291,44,1335,695,104,23100302
YHM,2022-06-01,"Hamilton, Ontario",2069,1378,112,1490,769,93,23100302
YHM,2022-07-01,"Hamilton, Ontario",1993,1357,106,1463,638,89,23100302
YHM,2022-08-01,"Hamilton, Ontario",2203,1516,136,1652,740,76,23100302
YHM,2022-09-01,"Hamilton, Ontario",1924,1344,134,1478,801,65,23100302
YHM,2022-10-01,"Hamilton, Ontario",1892,1322,137,1459,797,98,23100302
YHM,2022-11-01,"Hamilton, Ontario",1560,1281,127,1408,855,113,23100302
YHM,2022-12-01,"Hamilton, Ontario",1566,1320,139,1459,804,187,23100302
YHM,2023-01-01,"Hamilton, Ontario",1252,1042,114,1156,802,211,23100302
YHM,2023-02-01,"Hamilton, Ontario",1193,980,97,1077,792,218,23100302
YHM,2023-03-01,"Hamilton, Ontario",1299,1070,94,1164,942,232,23100302
YHM,2023-04-01,"Hamilton, Ontario",1263,996,109,1105,803,187,23100302
YHM,2023-05-01,"Hamilton, Ontario",1650,1207,108,1315,765,78,23100302
YHM,2023-06-01,"Hamilton, Ontario",1885,1324,115,1439,781,105,23100302
YHM,2023-07-01,"Hamilton, Ontario",1986,1374,137,1511,658,149,23100302
YHM,2023-08-01,"Hamilton, Ontario",2051,1466,107,1573,679,127,23100302
YHM,2023-09-01,"Hamilton, Ontario",1748,1140,96,1236,675,135,23100302
YHM,2023-10-01,"Hamilton, Ontario",1552,1088,91,1179,715,142,23100302
YHM,2023-11-01,"Hamilton, Ontario",1298,979,138,1117,717,104,23100302
YHM,2023-12-01,"Hamilton, Ontario",1234,1026,123,1149,750,237,23100302
YHM,2024-01-01,"Hamilton, Ontario",1081,911,112,1023,641,258,23100302
YHM,2024-02-01,"Hamilton, Ontario",1076,837,125,962,633,234,23100302
YHM,2024-03-01,"Hamilton, Ontario",1126,942,52,994,673,268,23100302
YHM,2024-04-01,"Hamilton, Ontario",1082,924,83,1007,679,176,23100302
YHM,2024-05-01,"Hamilton, Ontario",1337,1034,69,1103,666,118,23100302
YHM,2024-06-01,"Hamilton, Ontario",1538,1023,65,1088,598,104,23100302
YHM,2024-07-01,"Hamilton, Ontario",1497,1007,72,1079,503,101,23100302
YHM,2024-08-01,"Hamilton, Ontario",1522,1015,78,1093,532,94,23100302
YHM,2024-09-01,"Hamilton, Ontario",1367,910,54,964,482,89,23100302
YHM,2024-10-01,"Hamilton, Ontario",1474,967,55,1022,598,84,23100302
YHM,2024-11-01,"Hamilton, Ontario",1115,914,56,970,604,107,23100302
YHM,2024-12-01,"Hamilton, Ontario",1080,966,35,1001,653,128,23100302
YHM,2025-01-01,"Hamilton, Ontario",1057,943,33,976,566,162,23100302
YHM,2025-02-01,"Hamilton, Ontario",933,826,27,853,682,136,23100302
YHM,2025-03-01,"Hamilton, Ontario",1079,948,51,999,597,158,23100302
YHM,2025-04-01,"Hamilton, Ontario",1061,918,40,958,595,89,23100302
YHM,2025-05-01,"Hamilton, Ontario",1228,998,47,1045,572,43,23100302
YHM,2025-06-01,"Hamilton, Ontario",1606,1140,98,1238,474,38,23100302
YHM,2025-07-01,"Hamilton, Ontario",1865,1316,91,1407,531,29,23100302
YHM,2025-08-01,"Hamilton, Ontario",1952,1257,74,1331,553,50,23100302
YHM,2025-09-01,"Hamilton, Ontario",1637,1194,72,1266,548,43,23100302
YHM,2025-10-01,"Hamilton, Ontario",1520,1139,41,1180,583,58,23100302
YHM,2025-11-01,"Hamilton, Ontario",1244,1113,35,1148,610,85,23100302
YHM,2025-12-01,"Hamilton, Ontario",1330,1240,29,1269,728,101,23100302
YHZ,2020-01-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4044,3722,144,3866,451,166,23100302
YHZ,2020-02-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3843,3488,204,3692,464,294,23100302
YHZ,2020-03-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3675,3339,209,3548,404,327,23100302
YHZ,2020-04-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1209,883,195,1078,65,56,23100302
YHZ,2020-05-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1304,766,248,1014,70,58,23100302
YHZ,2020-06-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1570,1043,281,1324,80,54,23100302
YHZ,2020-07-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2190,1441,374,1815,92,48,23100302
YHZ,2020-08-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2226,1506,355,1861,100,44,23100302
YHZ,2020-09-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1973,1404,302,1706,90,56,23100302
YHZ,2020-10-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2142,1487,301,1788,79,71,23100302
YHZ,2020-11-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1801,1355,217,1572,101,58,23100302
YHZ,2020-12-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1708,1363,180,1543,90,54,23100302
YHZ,2021-01-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1397,1113,122,1235,104,59,23100302
YHZ,2021-02-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1102,773,160,933,93,53,23100302
YHZ,2021-03-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1234,840,166,1006,97,85,23100302
YHZ,2021-04-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1302,885,153,1038,87,114,23100302
YHZ,2021-05-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1404,929,181,1110,104,65,23100302
YHZ,2021-06-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1502,979,251,1230,105,85,23100302
YHZ,2021-07-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2261,1564,325,1889,110,51,23100302
YHZ,2021-08-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3206,2438,307,2745,219,67,23100302
YHZ,2021-09-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3653,2733,340,3073,240,98,23100302
YHZ,2021-10-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3522,2796,357,3153,225,113,23100302
YHZ,2021-11-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2777,2153,259,2412,160,126,23100302
YHZ,2021-12-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3138,2723,189,2912,182,161,23100302
YHZ,2022-01-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2152,1873,119,1992,116,133,23100302
YHZ,2022-02-01,"Halifax/Robert L. Stanfield International, Nova Scotia",1798,1496,143,1639,134,174,23100302
YHZ,2022-03-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2383,1994,173,2167,180,206,23100302
YHZ,2022-04-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2840,2327,171,2498,142,231,23100302
YHZ,2022-05-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4058,3418,311,3729,158,328,23100302
YHZ,2022-06-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4467,3685,391,4076,274,358,23100302
YHZ,2022-07-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4864,4032,452,4484,353,387,23100302
YHZ,2022-08-01,"Halifax/Robert L. Stanfield International, Nova Scotia",5074,4300,451,4751,386,329,23100302
YHZ,2022-09-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4317,3625,391,4016,363,277,23100302
YHZ,2022-10-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4221,3564,354,3918,350,232,23100302
YHZ,2022-11-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3187,2672,263,2935,284,192,23100302
YHZ,2022-12-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3240,2873,192,3065,333,204,23100302
YHZ,2023-01-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2632,2235,174,2409,310,236,23100302
YHZ,2023-02-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2345,1749,201,1950,323,314,23100302
YHZ,2023-03-01,"Halifax/Robert L. Stanfield International, Nova Scotia",2753,2410,198,2608,408,393,23100302
YHZ,2023-04-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3100,2136,268,2404,388,405,23100302
YHZ,2023-05-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3742,2598,281,2879,379,267,23100302
YHZ,2023-06-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3874,2920,284,3204,408,214,23100302
YHZ,2023-07-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4396,3302,362,3664,443,224,23100302
YHZ,2023-08-01,"Halifax/Robert L. Stanfield International, Nova Scotia",4544,3784,400,4184,476,215,23100302
YHZ,2023-09-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3793,2821,333,3154,384,213,23100302
YHZ,2023-10-01,"Halifax/Robert L. Stanfield International, Nova Scotia",3838,3210,297,3507,394,193,23100302
